Area,Benchmark,Price Index,1 Month +/-,6 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-,Property Type,Report Month,Report Year
Port Moody,"$1,395,400",257.7,0.1,-0.7,-6.9,1.2,51.9,Detached,11,2019
Richmond,"$1,490,800",288.8,-0.7,-0.9,-7.2,-10.2,41.2,Detached,11,2019
Squamish,"$979,400",258.1,-0.7,3.4,3.6,18.8,79.7,Detached,11,2019
Sunshine Coast,"$588,000",206.0,-1.7,-2.0,-3.0,20.3,67.8,Detached,11,2019
Tsawwassen,"$1,045,600",233.0,0.0,-1.7,-7.2,-4.4,45.0,Detached,11,2019
Vancouver East,"$1,388,700",305.9,0.8,1.3,-4.5,-3.1,42.9,Detached,11,2019
Vancouver West,"$2,943,200",297.7,-0.4,-1.1,-9.3,-16.4,25.3,Detached,11,2019
West Vancouver,"$2,544,400",240.2,0.8,1.1,-7.1,-16.7,26.4,Detached,11,2019
Whistler,"$1,634,700",227.4,-1.5,3.7,4.5,18.4,65.0,Detached,11,2019
Greater Vancouver,"$771,500",247.5,0.0,-0.9,-4.5,13.9,56.0,Townhouse,11,2019
Lower Mainland,"$667,200",242.0,-0.3,-1.1,-4.1,17.0,61.8,Townhouse,11,2019
Burnaby East,"$658,700",243.3,0.9,0.3,-3.8,21.5,53.5,Townhouse,11,2019
Burnaby North,"$728,500",271.9,0.6,-0.3,-1.9,18.9,58.3,Townhouse,11,2019
Burnaby South,"$769,600",265.1,-0.9,-1.5,-3.6,16.3,53.9,Townhouse,11,2019
Coquitlam,"$644,200",236.4,-0.7,-4.1,-3.9,16.8,57.4,Townhouse,11,2019
Ladner,"$624,800",224.1,-1.0,0.6,-12.7,4.5,36.4,Townhouse,11,2019
Maple Ridge,"$529,200",245.7,0.1,-2.9,-3.8,26.5,74.9,Townhouse,11,2019
New Westminster,"$715,400",262.5,-0.3,1.5,-5.8,19.7,53.2,Townhouse,11,2019
North Vancouver,"$937,100",227.7,0.1,-1.7,-7.7,6.8,50.2,Townhouse,11,2019
Pitt Meadows,"$589,800",255.2,-1.4,-2.7,-9.3,23.5,73.4,Townhouse,11,2019
Port Coquitlam,"$618,100",234.0,-0.6,-3.8,-3.3,15.2,60.4,Townhouse,11,2019
Port Moody,"$618,400",209.0,-0.3,-4.0,-8.2,19.0,43.0,Townhouse,11,2019
Richmond,"$761,900",250.2,-1.4,-1.5,-9.0,6.5,48.9,Townhouse,11,2019
Squamish,"$708,300",232.9,0.3,2.1,3.7,19.3,82.7,Townhouse,11,2019
Tsawwassen,"$611,600",239.8,-0.7,1.1,-12.8,7.9,46.0,Townhouse,11,2019
Vancouver East,"$869,100",276.4,1.0,-1.4,-1.2,9.8,56.2,Townhouse,11,2019
Vancouver West,"$1,133,900",265.1,1.8,1.6,-3.1,7.8,50.0,Townhouse,11,2019
Whistler,"$940,700",226.8,1.9,6.8,5.2,29.2,90.3,Townhouse,11,2019
Greater Vancouver,"$654,000",261.5,-0.1,-1.9,-3.7,21.9,65.5,Apartment,11,2019
Lower Mainland,"$628,600",269.3,-0.1,-2.2,-3.6,27.1,72.7,Apartment,11,2019
Burnaby East,"$718,100",275.5,1.0,-4.0,-5.8,19.1,59.2,Apartment,11,2019
Burnaby North,"$595,900",254.4,1.0,-3.1,-5.7,26.4,71.3,Apartment,11,2019
Burnaby South,"$647,300",259.9,0.3,-4.3,-6.2,22.7,65.6,Apartment,11,2019
Coquitlam,"$518,200",284.4,0.2,0.2,-0.8,39.9,91.8,Apartment,11,2019
Ladner,"$498,600",232.8,-1.7,-4.6,-6.8,5.7,50.9,Apartment,11,2019
Maple Ridge,"$347,300",248.0,-0.9,-1.0,-3.2,37.1,73.4,Apartment,11,2019
New Westminster,"$507,600",287.6,-0.1,-4.1,-7.8,31.4,79.0,Apartment,11,2019
North Vancouver,"$545,500",222.5,-1.5,-2.1,-4.2,18.4,50.7,Apartment,11,2019
Pitt Meadows,"$482,300",284.4,-1.7,-2.2,-3.9,35.5,81.5,Apartment,11,2019
Port Coquitlam,"$448,000",267.9,2.4,-0.6,-0.8,39.3,86.8,Apartment,11,2019
Port Moody,"$629,700",262.4,-0.2,-0.2,-2.5,33.4,91.0,Apartment,11,2019
Richmond,"$627,100",268.5,0.3,-1.7,-2.4,30.2,75.4,Apartment,11,2019
Squamish,"$497,000",245.0,-2.8,-1.7,1.9,31.2,96.6,Apartment,11,2019
Tsawwassen,"$531,900",229.1,-1.1,-4.9,-7.1,6.8,50.6,Apartment,11,2019
Vancouver East,"$567,700",319.1,0.0,-3.1,-3.6,20.0,67.2,Apartment,11,2019
Vancouver West,"$750,400",243.5,-0.5,-1.1,-4.0,8.2,50.5,Apartment,11,2019
West Vancouver,"$1,022,700",207.8,-2.5,0.0,-9.1,8.6,43.0,Apartment,11,2019
Whistler,"$499,300",195.6,-0.9,-0.2,4.2,34.6,87.7,Apartment,11,2019
Greater Vancouver,"$993,300",260.6,0.7,0.2,-2.9,10.0,53.9,Residential - All Types,12,2019
Lower Mainland,"$930,500",260.7,0.5,-0.3,-2.6,13.6,60.6,Residential - All Types,12,2019
Bowen Island,"$934,900",202.7,-2.5,-4.3,-6.7,13.4,58.6,Residential - All Types,12,2019
Burnaby East,"$923,700",256.2,-0.7,-1.2,-4.7,7.5,51.6,Residential - All Types,12,2019
Burnaby North,"$862,100",260.3,0.3,-1.2,-3.2,11.2,55.8,Residential - All Types,12,2019
Burnaby South,"$943,900",266.6,0.2,-1.4,-4.9,8.7,53.8,Residential - All Types,12,2019
Coquitlam,"$898,800",266.6,1.7,1.0,-2.4,18.1,66.4,Residential - All Types,12,2019
Ladner,"$809,500",227.9,2.1,0.7,-3.5,1.0,40.9,Residential - All Types,12,2019
Maple Ridge,"$747,400",238.0,0.4,-1.4,-2.6,21.3,73.5,Residential - All Types,12,2019
New Westminster,"$636,400",280.0,-0.1,-2.2,-6.0,22.7,70.6,Residential - All Types,12,2019
North Vancouver,"$1,028,800",231.2,0.7,-0.7,-2.9,4.7,46.0,Residential - All Types,12,2019
Pitt Meadows,"$732,000",266.1,1.0,-2.6,-4.0,25.9,77.9,Residential - All Types,12,2019
Port Coquitlam,"$747,600",255.9,1.2,0.6,-0.4,22.5,70.7,Residential - All Types,12,2019
Port Moody,"$893,600",247.0,0.0,-1.0,-3.1,16.8,64.0,Residential - All Types,12,2019
Richmond,"$906,500",270.6,0.5,0.2,-4.6,7.6,54.2,Residential - All Types,12,2019
Squamish,"$767,800",244.3,-1.1,0.2,1.0,19.4,77.3,Residential - All Types,12,2019
Sunshine Coast,"$578,600",202.7,-2.5,-4.3,-6.8,16.8,64.3,Residential - All Types,12,2019
Tsawwassen,"$917,700",237.9,2.4,0.7,0.3,2.1,49.4,Residential - All Types,12,2019
Vancouver East,"$1,050,000",312.0,1.1,1.8,-1.1,9.2,56.0,Residential - All Types,12,2019
Vancouver West,"$1,230,800",257.0,0.8,1.4,-4.0,2.4,40.6,Residential - All Types,12,2019
West Vancouver,"$2,119,800",233.4,1.2,0.7,-4.8,-12.0,28.4,Residential - All Types,12,2019
Whistler,"$917,000",213.7,-0.1,2.6,4.8,28.3,80.2,Residential - All Types,12,2019
Greater Vancouver,"$1,411,200",260.7,0.3,-0.2,-3.9,-3.7,41.3,Detached,12,2019
Lower Mainland,"$1,208,900",257.8,0.2,-0.4,-2.8,2.0,50.2,Detached,12,2019
Bowen Island,"$934,900",202.7,-2.5,-4.3,-6.7,13.4,58.6,Detached,12,2019
Burnaby East,"$1,147,500",256.6,-1.0,-2.8,-0.7,-1.5,45.6,Detached,12,2019
Burnaby North,"$1,389,500",268.7,0.6,-0.7,-4.1,-6.7,38.4,Detached,12,2019
Burnaby South,"$1,495,100",286.2,0.6,-0.1,-4.8,-7.8,42.1,Detached,12,2019
Coquitlam,"$1,167,500",259.1,1.1,0.1,-3.9,3.8,51.5,Detached,12,2019
Ladner,"$932,500",223.2,1.8,-1.1,-2.8,-4.7,37.1,Detached,12,2019
Maple Ridge,"$805,900",229.6,0.3,-2.2,-2.2,13.8,68.7,Detached,12,2019
New Westminster,"$1,011,800",252.4,-1.2,-3.7,-4.4,-2.4,44.6,Detached,12,2019
North Vancouver,"$1,513,300",238.3,1.1,-0.7,-2.1,-5.2,43.2,Detached,12,2019
Pitt Meadows,"$881,500",248.4,1.0,-2.5,-3.3,14.6,68.9,Detached,12,2019
Port Coquitlam,"$953,000",254.1,2.3,3.2,0.6,12.3,62.3,Detached,12,2019
Port Moody,"$1,399,200",258.4,0.3,-2.0,-5.8,3.5,53.1,Detached,12,2019
Richmond,"$1,492,300",289.1,0.1,0.5,-6.3,-8.8,40.3,Detached,12,2019
Squamish,"$954,400",251.5,-2.6,0.0,-0.2,14.9,73.7,Detached,12,2019
Sunshine Coast,"$574,000",201.1,-2.4,-4.2,-6.5,16.4,63.6,Detached,12,2019
Tsawwassen,"$1,065,800",237.5,1.9,0.0,-0.1,-1.7,48.4,Detached,12,2019
Vancouver East,"$1,402,400",308.9,1.0,3.7,-1.8,-1.1,44.8,Detached,12,2019
Vancouver West,"$2,941,200",297.5,-0.1,-0.5,-7.4,-14.7,24.9,Detached,12,2019
West Vancouver,"$2,593,200",244.8,1.9,1.1,-3.0,-12.9,28.3,Detached,12,2019
Whistler,"$1,630,400",226.8,-0.3,3.5,2.3,17.3,63.5,Detached,12,2019
Greater Vancouver,"$776,200",249.0,0.6,0.4,-2.5,15.7,58.2,Townhouse,12,2019
Lower Mainland,"$669,400",242.8,0.3,-0.7,-3.0,18.6,63.8,Townhouse,12,2019
Burnaby East,"$650,000",240.1,-1.3,0.9,-6.6,19.4,51.1,Townhouse,12,2019
Burnaby North,"$725,000",270.6,-0.5,-0.1,0.1,22.1,60.1,Townhouse,12,2019
Burnaby South,"$763,500",263.0,-0.8,0.1,-3.5,13.9,53.1,Townhouse,12,2019
Coquitlam,"$664,600",243.9,3.2,1.1,-0.5,21.5,62.5,Townhouse,12,2019
Ladner,"$624,000",223.8,-0.1,1.9,-10.1,3.6,39.4,Townhouse,12,2019
Maple Ridge,"$533,800",247.8,0.9,0.7,-3.4,28.8,78.1,Townhouse,12,2019
New Westminster,"$707,500",259.6,-1.1,1.0,-6.1,17.1,54.2,Townhouse,12,2019
North Vancouver,"$924,800",224.7,-1.3,-2.3,-7.0,9.3,49.2,Townhouse,12,2019
Pitt Meadows,"$594,200",257.1,0.7,-2.5,-6.6,24.3,79.4,Townhouse,12,2019
Port Coquitlam,"$626,000",237.0,1.3,-2.5,-1.2,16.6,64.5,Townhouse,12,2019
Port Moody,"$627,000",211.9,1.4,-4.2,-5.1,22.8,45.7,Townhouse,12,2019
Richmond,"$765,200",251.3,0.4,-0.9,-6.1,7.6,49.9,Townhouse,12,2019
Squamish,"$718,600",236.3,1.5,5.0,6.4,22.8,82.6,Townhouse,12,2019
Tsawwassen,"$605,000",237.2,-1.1,1.4,-9.7,6.0,45.5,Townhouse,12,2019
Vancouver East,"$886,100",281.8,2.0,1.9,0.8,15.3,61.2,Townhouse,12,2019
Vancouver West,"$1,136,500",265.7,0.2,0.9,-0.7,8.9,54.3,Townhouse,12,2019
Whistler,"$951,500",229.4,1.1,8.0,9.2,31.7,91.8,Townhouse,12,2019
Greater Vancouver,"$659,500",263.7,0.8,0.3,-2.5,23.5,66.1,Apartment,12,2019
Lower Mainland,"$632,300",270.9,0.6,-0.1,-2.5,28.3,73.0,Apartment,12,2019
Burnaby East,"$715,000",274.3,-0.4,-2.9,-7.2,19.9,60.3,Apartment,12,2019
Burnaby North,"$598,200",255.4,0.4,-1.6,-3.4,25.6,70.8,Apartment,12,2019
Burnaby South,"$650,800",261.3,0.5,-2.3,-5.1,20.1,64.0,Apartment,12,2019
Coquitlam,"$510,600",280.2,-1.5,-0.8,-1.6,36.0,89.1,Apartment,12,2019
Ladner,"$528,000",246.5,5.9,3.3,3.4,18.7,54.6,Apartment,12,2019
Maple Ridge,"$347,600",248.2,0.1,-2.1,-3.6,38.7,75.8,Apartment,12,2019
New Westminster,"$508,700",288.2,0.2,-2.2,-6.5,31.5,80.4,Apartment,12,2019
North Vancouver,"$552,200",225.2,1.2,0.0,-2.6,19.3,50.8,Apartment,12,2019
Pitt Meadows,"$484,300",285.6,0.4,-2.8,-3.7,37.2,82.8,Apartment,12,2019
Port Coquitlam,"$448,300",268.1,0.1,0.4,-0.6,37.8,83.1,Apartment,12,2019
Port Moody,"$626,800",261.2,-0.5,1.1,-0.1,28.4,87.8,Apartment,12,2019
Richmond,"$631,300",270.3,0.7,0.4,-2.7,30.5,76.2,Apartment,12,2019
Squamish,"$487,300",240.2,-2.0,-4.8,-2.4,27.4,92.6,Apartment,12,2019
Tsawwassen,"$554,200",238.7,4.2,2.4,2.4,17.6,52.9,Apartment,12,2019
Vancouver East,"$572,000",321.5,0.8,0.2,-1.1,20.5,68.1,Apartment,12,2019
Vancouver West,"$760,900",246.9,1.4,2.2,-2.9,13.4,51.8,Apartment,12,2019
West Vancouver,"$1,010,900",205.4,-1.2,-2.3,-10.1,2.9,41.8,Apartment,12,2019
Whistler,"$493,500",193.3,-1.2,-2.7,1.9,32.3,86.4,Apartment,12,2019
Greater Vancouver,"$1,001,700",262.8,0.8,1.5,-1.0,11.0,54.4,Residential - All Types,1,2020
Lower Mainland,"$938,400",262.9,0.8,0.9,-0.5,14.6,61.3,Residential - All Types,1,2020
Bowen Island,"$918,300",199.1,-1.8,-3.4,-5.3,10.6,58.1,Residential - All Types,1,2020
Burnaby East,"$930,200",258.0,0.7,0.0,-2.7,8.2,52.6,Residential - All Types,1,2020
Burnaby North,"$873,300",263.7,1.3,0.5,-0.1,12.1,59.0,Residential - All Types,1,2020
Burnaby South,"$954,800",269.7,1.2,1.0,-3.4,8.6,55.2,Residential - All Types,1,2020
Coquitlam,"$896,100",265.8,-0.3,0.6,-1.8,18.4,64.2,Residential - All Types,1,2020
Ladner,"$812,400",228.7,0.4,1.9,-3.4,2.6,40.0,Residential - All Types,1,2020
Maple Ridge,"$742,400",236.4,-0.7,-1.3,-1.3,20.1,71.7,Residential - All Types,1,2020
New Westminster,"$641,200",282.1,0.8,-0.7,-2.3,22.8,70.5,Residential - All Types,1,2020
North Vancouver,"$1,045,200",234.9,1.6,1.6,0.4,6.6,47.6,Residential - All Types,1,2020
Pitt Meadows,"$726,500",264.1,-0.8,-2.0,-4.4,24.4,73.3,Residential - All Types,1,2020
Port Coquitlam,"$745,500",255.2,-0.3,0.9,-1.4,22.5,70.7,Residential - All Types,1,2020
Port Moody,"$903,700",249.8,1.1,-1.0,-1.0,17.9,65.1,Residential - All Types,1,2020
Richmond,"$912,200",272.3,0.6,1.7,-2.7,8.6,54.6,Residential - All Types,1,2020
Squamish,"$780,400",248.3,1.6,2.3,3.3,21.0,76.3,Residential - All Types,1,2020
Sunshine Coast,"$569,400",199.5,-1.6,-5.3,-5.8,12.5,61.3,Residential - All Types,1,2020
Tsawwassen,"$916,100",237.5,-0.2,0.9,-1.1,2.9,46.4,Residential - All Types,1,2020
Vancouver East,"$1,070,200",318.0,1.9,4.5,1.7,11.7,57.6,Residential - All Types,1,2020
Vancouver West,"$1,252,800",261.6,1.8,2.6,-1.4,4.9,43.1,Residential - All Types,1,2020
West Vancouver,"$2,098,900",231.1,-1.0,-1.2,-3.1,-11.9,22.6,Residential - All Types,1,2020
Whistler,"$912,300",212.6,-0.5,2.1,3.9,26.8,75.8,Residential - All Types,1,2020
Greater Vancouver,"$1,423,100",262.9,0.8,1.1,-1.3,-2.3,41.1,Detached,1,2020
Lower Mainland,"$1,219,200",260.0,0.9,0.8,-0.4,3.3,50.6,Detached,1,2020
Bowen Island,"$918,300",199.1,-1.8,-3.4,-5.3,10.6,58.1,Detached,1,2020
Burnaby East,"$1,176,600",263.1,2.5,-0.5,0.8,2.3,52.1,Detached,1,2020
Burnaby North,"$1,415,800",273.8,1.9,3.1,0.0,-4.4,40.9,Detached,1,2020
Burnaby South,"$1,493,000",285.8,-0.1,1.1,-2.7,-8.7,40.7,Detached,1,2020
Coquitlam,"$1,170,200",259.7,0.2,0.1,-2.1,5.6,50.4,Detached,1,2020
Ladner,"$943,000",225.7,1.1,1.8,-1.8,-2.0,36.5,Detached,1,2020
Maple Ridge,"$809,400",230.6,0.4,-1.7,0.6,13.7,68.3,Detached,1,2020
New Westminster,"$1,043,900",260.4,3.2,-0.2,-0.9,2.1,52.3,Detached,1,2020
North Vancouver,"$1,537,500",242.1,1.6,3.3,1.7,-2.9,44.0,Detached,1,2020
Pitt Meadows,"$877,600",247.3,-0.4,-2.5,-2.6,13.9,64.5,Detached,1,2020
Port Coquitlam,"$948,900",253.0,-0.4,3.2,0.6,13.4,60.5,Detached,1,2020
Port Moody,"$1,399,800",258.5,0.0,-2.9,-3.8,4.3,51.8,Detached,1,2020
Richmond,"$1,503,100",291.2,0.7,1.9,-5.0,-7.1,40.6,Detached,1,2020
Squamish,"$987,800",260.3,3.5,0.7,4.7,19.0,78.7,Detached,1,2020
Sunshine Coast,"$564,600",197.8,-1.6,-5.3,-5.9,12.3,60.9,Detached,1,2020
Tsawwassen,"$1,067,600",237.9,0.2,0.4,0.6,-0.6,44.4,Detached,1,2020
Vancouver East,"$1,424,200",313.7,1.6,5.1,1.4,1.6,45.0,Detached,1,2020
Vancouver West,"$2,970,900",300.5,1.0,0.8,-3.4,-13.3,25.2,Detached,1,2020
West Vancouver,"$2,565,600",242.2,-1.1,0.6,-2.2,-12.5,22.4,Detached,1,2020
Whistler,"$1,611,000",224.1,-1.2,-2.3,4.7,16.2,59.3,Detached,1,2020
Greater Vancouver,"$781,800",250.8,0.7,1.7,-0.5,15.7,58.1,Townhouse,1,2020
Lower Mainland,"$673,800",244.4,0.7,0.5,-0.9,18.4,64.0,Townhouse,1,2020
Burnaby East,"$654,900",241.9,0.7,1.0,-3.7,18.2,52.5,Townhouse,1,2020
Burnaby North,"$720,400",268.9,-0.6,-0.4,-0.5,21.0,57.8,Townhouse,1,2020
Burnaby South,"$767,800",264.5,0.6,1.0,-3.1,12.8,56.4,Townhouse,1,2020
Coquitlam,"$665,200",244.1,0.1,1.8,-1.1,21.3,63.1,Townhouse,1,2020
Ladner,"$633,200",227.1,1.5,2.4,-4.9,5.3,39.2,Townhouse,1,2020
Maple Ridge,"$522,100",242.4,-2.2,-0.4,-3.1,25.9,74.6,Townhouse,1,2020
New Westminster,"$721,400",264.7,2.0,3.0,-1.2,18.2,56.4,Townhouse,1,2020
North Vancouver,"$948,200",230.4,2.5,0.4,-3.2,12.4,54.3,Townhouse,1,2020
Pitt Meadows,"$598,600",259.0,0.7,-0.2,-5.6,23.8,72.6,Townhouse,1,2020
Port Coquitlam,"$621,000",235.1,-0.8,-1.7,-2.6,15.2,63.3,Townhouse,1,2020
Port Moody,"$627,600",212.1,0.1,-4.5,-2.5,22.5,47.2,Townhouse,1,2020
Richmond,"$771,000",253.2,0.8,0.6,-3.7,7.7,49.6,Townhouse,1,2020
Squamish,"$733,800",241.3,2.1,6.7,7.8,22.5,80.6,Townhouse,1,2020
Tsawwassen,"$622,100",243.9,2.8,2.3,-4.8,9.0,47.7,Townhouse,1,2020
Vancouver East,"$912,800",290.3,3.0,6.6,7.7,18.9,62.7,Townhouse,1,2020
Vancouver West,"$1,147,200",268.2,0.9,2.9,2.3,8.3,52.3,Townhouse,1,2020
Whistler,"$971,400",234.2,2.1,6.1,9.4,31.5,91.8,Townhouse,1,2020
Greater Vancouver,"$666,000",266.3,1.0,1.6,-0.9,24.3,67.8,Apartment,1,2020
Lower Mainland,"$638,900",273.7,1.0,1.2,-0.5,29.0,75.0,Apartment,1,2020
Burnaby East,"$714,500",274.1,-0.1,-0.9,-4.0,18.6,59.6,Apartment,1,2020
Burnaby North,"$606,900",259.1,1.4,-0.4,0.1,25.5,77.5,Apartment,1,2020
Burnaby South,"$662,000",265.8,1.7,1.3,-3.8,20.1,66.8,Apartment,1,2020
Coquitlam,"$521,900",286.4,2.2,1.1,1.2,38.0,89.5,Apartment,1,2020
Ladner,"$511,000",238.6,-3.2,1.0,-6.7,15.3,52.7,Apartment,1,2020
Maple Ridge,"$342,400",244.5,-1.5,-1.5,-4.8,36.3,73.9,Apartment,1,2020
New Westminster,"$509,900",288.9,0.2,-1.0,-2.8,29.9,77.1,Apartment,1,2020
North Vancouver,"$558,300",227.7,1.1,0.7,0.3,19.7,52.4,Apartment,1,2020
Pitt Meadows,"$479,600",282.8,-1.0,-1.9,-4.7,35.5,81.0,Apartment,1,2020
Port Coquitlam,"$450,200",269.2,0.4,0.9,-1.9,37.1,87.1,Apartment,1,2020
Port Moody,"$640,700",267.0,2.2,1.9,1.8,29.9,89.9,Apartment,1,2020
Richmond,"$634,600",271.7,0.5,2.0,-0.8,30.1,77.7,Apartment,1,2020
Squamish,"$478,800",236.0,-1.7,0.0,-3.6,26.3,79.6,Apartment,1,2020
Tsawwassen,"$545,600",235.0,-1.6,1.8,-5.7,16.3,53.3,Apartment,1,2020
Vancouver East,"$585,200",328.9,2.3,3.7,0.7,22.6,71.6,Apartment,1,2020
Vancouver West,"$775,700",251.7,1.9,3.1,-1.0,16.4,55.9,Apartment,1,2020
West Vancouver,"$996,600",202.5,-1.4,-8.2,-6.8,0.1,35.9,Apartment,1,2020
Whistler,"$482,000",188.8,-2.3,1.3,-1.5,30.2,77.8,Apartment,1,2020
Greater Vancouver,"$1,014,600",266.2,1.3,2.9,0.6,10.7,54.3,Residential - All Types,2,2020
Lower Mainland,"$949,400",266.0,1.2,2.2,0.9,14.4,61.1,Residential - All Types,2,2020
Bowen Island,"$906,400",196.5,-1.3,-5.1,-8.5,10.4,54.2,Residential - All Types,2,2020
Burnaby East,"$948,600",263.1,2.0,3.6,-0.2,10.2,51.3,Residential - All Types,2,2020
Burnaby North,"$880,300",265.8,0.8,2.1,1.9,10.4,57.2,Residential - All Types,2,2020
Burnaby South,"$965,800",272.8,1.1,2.8,-2.7,9.0,54.8,Residential - All Types,2,2020
Coquitlam,"$914,000",271.1,2.0,2.4,0.0,18.2,66.8,Residential - All Types,2,2020
Ladner,"$819,100",230.6,0.8,2.9,0.0,1.9,37.3,Residential - All Types,2,2020
Maple Ridge,"$755,900",240.7,1.8,0.6,1.3,21.6,73.9,Residential - All Types,2,2020
New Westminster,"$650,100",286.0,1.4,2.2,0.4,22.9,71.5,Residential - All Types,2,2020
North Vancouver,"$1,060,300",238.3,1.4,3.2,2.3,7.6,48.3,Residential - All Types,2,2020
Pitt Meadows,"$744,100",270.5,2.4,0.6,-0.7,26.9,78.5,Residential - All Types,2,2020
Port Coquitlam,"$752,800",257.7,1.0,3.3,-0.5,20.5,71.8,Residential - All Types,2,2020
Port Moody,"$910,600",251.7,0.8,0.7,1.6,18.3,63.8,Residential - All Types,2,2020
Richmond,"$920,900",274.9,1.0,2.4,-0.9,8.3,53.3,Residential - All Types,2,2020
Squamish,"$775,700",246.8,-0.6,-0.8,3.1,19.4,75.0,Residential - All Types,2,2020
Sunshine Coast,"$560,000",196.2,-1.7,-5.1,-8.0,10.7,59.5,Residential - All Types,2,2020
Tsawwassen,"$933,500",242.0,1.9,2.1,0.0,5.1,46.8,Residential - All Types,2,2020
Vancouver East,"$1,083,000",321.8,1.2,5.3,2.8,10.2,56.4,Residential - All Types,2,2020
Vancouver West,"$1,272,400",265.7,1.6,4.0,0.3,4.2,42.8,Residential - All Types,2,2020
West Vancouver,"$2,090,700",230.2,-0.4,-0.2,-3.1,-13.2,21.3,Residential - All Types,2,2020
Whistler,"$923,400",215.2,1.2,0.4,5.1,28.9,81.1,Residential - All Types,2,2020
Greater Vancouver,"$1,425,800",263.4,0.2,1.9,-0.2,-2.6,38.7,Detached,2,2020
Lower Mainland,"$1,226,200",261.5,0.6,1.9,0.5,3.4,48.7,Detached,2,2020
Bowen Island,"$906,400",196.5,-1.3,-5.1,-8.5,10.4,54.2,Detached,2,2020
Burnaby East,"$1,195,800",267.4,1.6,2.6,2.0,3.0,50.6,Detached,2,2020
Burnaby North,"$1,418,900",274.4,0.2,3.2,1.3,-5.4,37.2,Detached,2,2020
Burnaby South,"$1,478,300",283.0,-1.0,0.7,-4.1,-9.6,36.7,Detached,2,2020
Coquitlam,"$1,176,000",261.0,0.5,1.6,-0.6,4.9,49.1,Detached,2,2020
Ladner,"$958,400",229.4,1.6,4.2,1.9,-1.9,34.8,Detached,2,2020
Maple Ridge,"$822,800",234.4,1.6,0.6,2.0,15.8,71.1,Detached,2,2020
New Westminster,"$1,052,300",262.5,0.8,1.8,-0.6,1.9,48.7,Detached,2,2020
North Vancouver,"$1,546,400",243.5,0.6,4.8,3.0,-1.9,42.1,Detached,2,2020
Pitt Meadows,"$884,700",249.3,0.8,-0.8,-1.3,14.6,65.1,Detached,2,2020
Port Coquitlam,"$953,400",254.2,0.5,5.0,2.7,10.8,60.2,Detached,2,2020
Port Moody,"$1,411,700",260.7,0.9,-0.6,0.5,5.3,52.5,Detached,2,2020
Richmond,"$1,506,800",291.9,0.2,3.3,-2.6,-6.8,38.0,Detached,2,2020
Squamish,"$975,200",257.0,-1.3,-2.1,7.3,16.2,73.3,Detached,2,2020
Sunshine Coast,"$556,000",194.8,-1.5,-4.9,-7.9,10.7,59.3,Detached,2,2020
Tsawwassen,"$1,100,300",245.2,3.1,3.5,2.0,3.2,47.5,Detached,2,2020
Vancouver East,"$1,430,100",315.0,0.4,4.8,3.5,0.8,41.4,Detached,2,2020
Vancouver West,"$2,953,100",298.7,-0.6,1.1,-3.1,-14.1,20.9,Detached,2,2020
West Vancouver,"$2,545,500",240.3,-0.8,1.0,-2.7,-14.2,19.7,Detached,2,2020
Whistler,"$1,680,700",233.8,4.3,2.5,15.7,19.1,63.4,Detached,2,2020
Greater Vancouver,"$783,400",251.3,0.2,1.5,0.8,14.4,57.3,Townhouse,2,2020
Lower Mainland,"$676,600",245.4,0.4,0.6,0.7,17.6,63.5,Townhouse,2,2020
Burnaby East,"$659,200",243.5,0.7,2.2,-4.1,20.8,50.6,Townhouse,2,2020
Burnaby North,"$727,900",271.7,1.0,0.9,1.8,20.0,57.1,Townhouse,2,2020
Burnaby South,"$774,200",266.7,0.8,0.9,-4.1,17.0,54.8,Townhouse,2,2020
Coquitlam,"$672,600",246.8,1.1,3.2,2.5,18.7,61.7,Townhouse,2,2020
Ladner,"$635,900",228.1,0.4,3.1,-0.7,3.8,38.1,Townhouse,2,2020
Maple Ridge,"$523,900",243.2,0.3,0.2,-0.2,23.4,73.0,Townhouse,2,2020
New Westminster,"$732,000",268.6,1.5,3.8,0.9,20.5,56.9,Townhouse,2,2020
North Vancouver,"$947,400",230.2,-0.1,-1.3,-0.9,8.4,50.9,Townhouse,2,2020
Pitt Meadows,"$613,400",265.4,2.5,2.4,-0.4,27.8,86.5,Townhouse,2,2020
Port Coquitlam,"$621,000",235.1,0.0,-1.1,0.0,14.6,63.6,Townhouse,2,2020
Port Moody,"$629,700",212.8,0.3,-4.0,-1.2,21.9,43.5,Townhouse,2,2020
Richmond,"$780,700",256.4,1.3,0.9,-0.8,7.9,50.3,Townhouse,2,2020
Squamish,"$715,900",235.4,-2.4,1.4,5.5,19.3,77.9,Townhouse,2,2020
Tsawwassen,"$625,200",245.1,0.5,4.0,-0.3,6.2,47.3,Townhouse,2,2020
Vancouver East,"$901,500",286.7,-1.2,6.4,2.4,12.3,59.3,Townhouse,2,2020
Vancouver West,"$1,139,900",266.5,-0.6,2.2,1.4,6.9,53.5,Townhouse,2,2020
Whistler,"$950,200",229.1,-2.2,1.3,7.5,26.9,87.9,Townhouse,2,2020
Greater Vancouver,"$680,300",272.0,2.1,3.7,1.0,23.2,70.1,Apartment,2,2020
Lower Mainland,"$650,800",278.8,1.9,3.0,1.2,27.6,76.8,Apartment,2,2020
